k,numerator,denominator,decimal
431,-1195031717617947984882789388777191370180055557119634197665659972860406066282684855581280751169282289659890082148970499850990435782793212660513351381833406886591442731834186142359099363514867882967624044054870194895898062608334860267017948065458954102959595,7687697232696013035490465480201479025983241823794691621558168976140934720122093268938148043346259333988919315645138393722043075242293497100043735968399262883880680368733084239192707430286484902215659282347932289182034267181757047930126964620533348010060414976,-0.000155447292140
432,0,1,0.000000000000000
433,-11536835063040750708397472264145796497577422800075300339495571145013701948044137098555438809602131915232455274027786652307236257075494588745752267201080707159851575167957635628455134744555543998673600533254658168800538405131686958061640595873016418835438291,61501577861568104283923723841611832207865934590357532972465351809127477760976746151505184346770074671911354525161107149776344601938347976800349887747194103071045442949864673913541659442291879217725274258783458313456274137454056383441015716964266784080483319808,-0.000187586001273
434,-103752375744432068807588436599246882359194708864120627791317890185369656037172511897,497323236409786642155382248146820840100456150797347717440463976893159497012533375533056,-0.000208621612964
435,29594985514692982386887398260496588321741352570307620042246054604873308744370790699883937409845009364074312350055301993539498280637855322748858537079273595590468886270689783713093983578605893035054640564566269076175260286703611026516534838190558665293722399,984025245785089668542779581465789315325854953445720527559445628946039644175627938424082949548321194750581672402577714396421513631013567628805598203955105649136727087197834782616666551076670067483604388140535333015300386199264902135056251471428268545287733116928,0.000030075433167
436,-1586533927579257713656716153595261,2658455991569831745807614120560689152,-0.000596787734162
437,90508752404102102359975652950280196330887664268380256434438776636325519455308811916957542406807436691818498173142525343886944407259432208465086471149727632567846279561029725766994619731295750259581651841697334084348456277865232169668474416343658718390829385,7872201966280717348342236651726314522606839627565764220475565031568317153405023507392663596386569558004653379220621715171372109048108541030444785631640845193093816697582678260933332408613360539868835105124282664122403089594119217080450011771426148362301864935424,0.000011497259952
438,528010860426126028716342070342357310697228097620293578997300379379993354615457176703,1989292945639146568621528992587283360401824603189390869761855907572637988050133502132224,0.000265426397647
439,-44931808805029680012618747122711273509408223704114219227083930479713831873220697863842630096086240310800742485431855127933563283143246574835576982529744307861579057821351846977645598485625633020968734534774078222087450620875506121977483215178639526401709378363,251910462920982955146951572855242064723418868082104455055218081010186148908960752236565235084370225856148908135059894885483907489539473312974233140212507046179002134322645704349866637075627537275802723363977045251916898867011814946574400376685636747593659677933568,-0.000178364202439
440,-111962802472901,144115188075855872,-0.000776898007544
441,-110661415883930938843321692105845050690239134542154461304155612347766795498270437836545368026320872980791303783226335264680247941338976794268597699621722304126390930853169628670126676702517633720498900574395330874100308759296502029710438772120895024401646066735,2015283703367863641175612582841936517787350944656835640441744648081489191271686017892521880674961806849191265080479159083871259916315786503793865121700056369432017074581165634798933096605020298206421786911816362015335190936094519572595203013485093980749277423468544,-0.000054911085570
442,1141897544068925632486269041111817803630327627568276362696811499349583207052288446513,3978585891278293137243057985174566720803649206378781739523711815145275976100267004264448,0.000287010906707
443,-24840470255362581189098552656931333469906782239948941919581258100368703209312692483440981928710587791205564577008367014081709854198040758147884023796557139039621739634702659438428456615049111227267700482841654623479694438145039006679517038425467408639096975789399,32244539253885818258809801325470984284597615114509370247067914369303827060346976286280350090799388909587060241287666545341940158661052584060701841947200901910912273193298650156782929545680324771302748590589061792245363054977512313161523248215761503691988438775496704,-0.000770377584241
444,2268778370354116768094591547934309,2658455991569831745807614120560689152,0.000853419570438
445,191676282700828537921332121879272098269999850856205629920757481581372211745822809412808280616049263557677135415850736897556383531764881663998336531809901212928165906954635285960437770230697789292755989576531301898056515161875055011735706741663307011685290904686963,257956314031086546070478410603767874276780920916074961976543314954430616482775810290242800726395111276696481930301332362735521269288420672485614735577607215287298185546389201254263436365442598170421988724712494337962904439820098505292185985726092029535907510203973632,0.000743057146792
446,-27424679523060478888098057572189820395963868671714170689086944928109320576682298276945,63657374260452690195888927762793067532858387302060507832379389042324415617604272068231168,-0.000430817008111
447,11357969172584692963612948248513496317817191817914673436969405011694207768960640215156691775870968478973021825530731257881392220988749192772849589778834629623286428969923436852413737945900281187883569961741103967930268618092060926636744726153426858179875043159597263,66036816391958155794042473114564575814855915754515190265995088628334237819590607434302156985957148486834299374157141084860293444937835692156317372307867447113548335499875635521091439709553305131628029113526398550518503536593945217354799612345879559561192322612217249792,0.000171994499329
448,0,1,0.000000000000000
449,-144820081319713730674896374500588632453796971720317752804918097616850195377826605036302433236955478747687680583811955342269297303910128851550561883956468275763599771461892686920717182422384445909199932388166556419414134983892385118240922874603702988439704835185736849,528294531135665246352339784916516606518847326036121522127960709026673902556724859474417255887657187894674394993257128678882347559502685537250538978462939576908386683999005084168731517676426441053024232908211188404148028292751561738838396898767036476489538580897737998336,-0.000274127542090
450,13543629806120498171907681312597376595531124433480323817242195839088660221615084648291,254629497041810760783555711051172270131433549208242031329517556169297662470417088272924672,0.000053189555662
451,1563445138980599662747861682911266836010670904476528412127042321983584586170913933557391127386315527346801697113965381457622206759272560629470678465185095392449220739950232998261745342776104644519529869474980178870159252747693045420553076111136600661189086340994632657,8452712498170643941637436558664265704301557216577944354047371344426782440907597751590676094202515006314790319892114058862117560952042968596008623655407033230534186943984081346699704282822823056848387726531379014466368452684024987821414350380272583623832617294363807973376,0.000184963718962
452,3182554117177099319444526554430287,21267647932558653966460912964485513216,0.000149642975437
453,8940973423790747649014570797155085101131511163079609143336006016582380450196143423374972114937362001980088425212111828748629719349128427806201472034217266638297792427985064877166339763870143792328338530769139224430070168352987266847841009475551123554238562096417296047,67621699985365151533099492469314125634412457732623554832378970755414259527260782012725408753620120050518322559136912470896940487616343748768068989243256265844273495551872650773597634262582584454787101812251032115730947621472199902571314803042180668990660938354910463787008,0.000132220476943
454,-68455327630218702008660584324974220290916229624084112527544008711260460968312785008695,254629497041810760783555711051172270131433549208242031329517556169297662470417088272924672,-0.000268842881227
455,-728860106487874455291880909492406865590842541005500909715917945871897303641628061131144936717190501065343573618884831899378888061736963021479355343157730982212210567021353134303737342330212690480649301753352226852801011648121016410365444751023099741723065873327901486963,2163894399531684849059183759018052020301198647443953754636127064173256304872345024407213080115843841616586321892381199068702095603722999960578207655784200507016751857659924824755124296402642702553187257992033027703390323887110396882282073697349781407701150027357134841184256,-0.000336827946246
456,101061574586375,576460752303423488,0.000175313885954
457,2479036998595186411886053680839594964121054103236707875542465359788204053631859905112727914857400856691926634216699676595194392505236620782075498188002452750352586305818432498256459900959196656358207994825265692711794624888080724509316556458349993737752941076357378345025,17311155196253478792473470072144416162409589179551630037089016513386050438978760195257704640926750732932690575139049592549616764829783999684625661246273604056134014861279398598040994371221141620425498063936264221627122591096883175058256589578798251261609200218857078729474048,0.000143204596718
458,-1860402995909604476738467393118093969692347220204239079751107050239495020567939435601929,16296287810675888690147565507275025288411747149327490005089123594835050398106693649467179008,-0.000114161152376
459,221091873126648336272922365150590406099935454995174979851396889211856740938087600714292075817385489738741983288175829392627658747903713515827814546401844439865222733033459498834601006689597622624815279577039310722495554317297906567508348478536419473494387034574171693170525,276978483140055660679575521154310658598553426872826080593424264214176807023660163124123274254828011726923049202224793480793868237276543994954010579940377664898144237780470377568655909939538265926807969022980227546033961457550130800932105433260772020185747203501713259671584768,0.000798227611835
460,-4431683414468982781111468460232351,85070591730234615865843651857942052864,-0.000052094188183
461,-1441685269193009870047598776742637966164493197536514331578605035554284047733739681097032186217829425083806808038599933858203069570272230745680894715661412629988740088529741183750190366616723621743992831068023538828852371595937879811270905475450951218819546519494562689521673,2215827865120445285436604169234485268788427414982608644747394113713414456189281304992986194038624093815384393617798347846350945898212351959632084639523021319185153902243763020549247279516306127414463752183841820368271691660401046407456843466086176161485977628013706077372678144,-0.000650630534929
462,23655852776882763040456139621131312102249878543033085578975381937115623382765873575567715,65185151242703554760590262029100101153646988597309960020356494379340201592426774597868716032,0.000362902475885
463,-29957949515893687747332889179219376844468554459027612210793169026862962791931579799080788348331235969274147469721095027509412277637719428173297737645017830156710784089051363731803169585916798285170981847080644150754416161277018312031818172537365938599039339098346085853657847,141812983367708498267942666831007057202459354558886953263833223277658525196114003519551116418471942004184601191539094262166460537485590525416453416929473364427849849743600833315151825889043592154525680139765876503569388266265666970077237981829515274335102568192877188951851401216,-0.000211249695229
464,-334305,1073741824,-0.000311345793307
465,204724934923081567366309367370145306787006039522412690798212036835493966105303285372638523304395659389536612828100818696573248421998719585733913616409505687643737722435240192615666683485591393338997668989988656677242934974896101568375416295287876705391966400667977180886222033,1134503866941667986143541334648056457619674836471095626110665786221268201568912028156408931347775536033476809532312754097331684299884724203331627335435786915422798797948806666521214607112348737236205441118127012028555106130125335760617903854636122194680820545543017511614811209728,0.000180453272032
466,844454298740271842371596622687374277098754614012065339465657506097342053938101150366221,130370302485407109521180524058200202307293977194619920040712988758680403184853549195737432064,0.000006477351687
467,-5612421445305778340842155258017120319261245262545698984341517631363122947494392293918709739900647124349663245753435335149463810889414623142657463758472473417570966108095965653206413045143179941530134933695010411774271054180934672852734207196446728474473211527497932726246024365,18152061871066687778296661354368903321914797383537530017770652579540291225102592450502542901564408576535628952517004065557306948798155587253306037366972590646764780767180906664339433713797579795779287057890032192456881698082005372169886461674177955114893128728688280185836979355648,-0.000309189197633
468,-2205507339262630910723846579255339859,10889035741470030830827987437816582766592,-0.000202543860781
469,-5358862165148697081530153429610955029810639788674315300642281550329772730177908035020783876228051330281260330406196352578182879414950537931945658737940914540045075871326509893012206545237958052357841596612171815523718835281503195771615324609888525614474526272553738564947935771,145216494968533502226373290834951226575318379068300240142165220636322329800820739604020343212515268612285031620136032524458455590385244698026448298935780725174118246137447253314715469710380638366234296463120257539655053584656042977359091693393423640919145029829506241486695834845184,-0.000036902572027
470,-823971217494208636474888266208143194131241489529319044412154680494963020054583438461237791,2085924839766513752338888384931203236916703635113918720651407820138886450957656787131798913024,-0.000395014816347
471,-1011933825886109241163612339698645463429678657997749888373157513625094158661266332829754947166920317755181848788229858503392185468716423596645553392499696470198598640584728795658144466180471728159756348736915863209430850775670867860290610876859723558279630077220793648350460389243,4646927838993072071243945306718439250410188130185607684549287060362314553626263667328650982800488595593121011844353040782670578892327830336846345565944983205571783876398312106070895030732180427719497486819848241268961714708993375275490934188589556509412640954544199727574266715045888,-0.000217764049916
472,288076762421125,576460752303423488,0.000499733522655
473,3840882851266856743885234148302391227113875957815689553290798511177190373448873743813702128790405666048376455371468801523817472895764193141122025828505295955333178891036662868681786870485393056691433097213868948992248956341164397162976031996900698363714782695717864376093338361121,37175422711944576569951562453747514003281505041484861476394296482898516429010109338629207862403908764744968094754824326261364631138622642694770764527559865644574271011186496848567160245857443421755979894558785930151693717671947002203927473508716452075301127636353597820594133720367104,0.000103317798994
474,1035275702027053167989520600415748603268176430341291779683464126745995800937589992038529345,8343699359066055009355553539724812947666814540455674882605631280555545803830627148527195652096,0.000124078739834
475,385131950006798894021437144744227547775566799754699389548676799047525205698343949864586068092841735495636125041020638529697961830181354549942032106259085919083764313848225549514087820176533297347714531923628417663195533425988980173529303825780803784526601340001856683596847790033697,594806763391113225119224999259960224052504080663757783622308743726376262864161749418067325798462540235919489516077189220181834098217962283116332232440957850313188336178983949577074563933719094748095678312940574882427099482751152035262839576139463233204818042181657565129506139525873664,0.000647490872180
476,5021234324912148855092079441891891005,43556142965880123323311949751266331066368,0.000115281886388
477,-762952237843141356371661204124885520176635093177454783881613235269424092825085433679391489885306702919931971306593104670025625290200671374953266086789087087181464710644820737360624219297336692363889269877788317735810049543439860385707777867544077236142979066456796648499678069796117,4758454107128905800953799994079681792420032645310062268978469949811010102913293995344538606387700321887355916128617513761454672785743698264930657859527662802505506689431871596616596511469752757984765426503524599059416795862009216282102716609115705865638544337453260521036049116206989312,-0.000160336155538
478,-569989795088351126341854164122502908625415832687711096421733230948198352310022867735970249,8343699359066055009355553539724812947666814540455674882605631280555545803830627148527195652096,-0.000068313798300
479,-28507832375771497572912446382353620765113166825101550710569063877823053755772392972206866824997840797641067007631677530662810670918756999200845674119062752454568829099673746911930348229674638239480370349236630691104524726902027629279963364909270154846037002996437076784446676334407233,609082125712499942522086399242199269429764178599687970429244153575809293172901631404100941617625641201581557264463041761466198116575193377911124206019540838720704856247279564366924353468128353022049974592451148679605349870337179684109147725966810350801733675194017346692614286874494631936,-0.000046804578845
480,0,1,0.000000000000000
481,264548552219437131215014171122396072373734768820643678488539539981687585489700362044576427259866693301853557096248484224247349959309313900174843362737029399372051802609743639443973924298323276962762148156644154731355030116325686831190336400140900415657656033663519148181419796186424463,4872657005699999540176691193937594155438113428797503763433953228606474345383213051232807532941005129612652458115704334091729584932601547023288993648156326709765638849978236514935394827745026824176399796739609189436842798962697437472873181807734482806413869401552138773540914294995957055488,0.000054292463416
482,54727920300802251217216452807881745139137243353826230929800345712205895065982136689633036899,2135987035920910082395021706169552114602704522356652769947041607822219725780640550022962086936576,0.000025621841041
483,-4120923526680852931815605773358805619821205382666941459112221045974129500532381367139647102034144085956933163726813077248124036893887550045474278150825355020336035868240204769075179768894352529632635510000541404427007275973249344109033201590472753316390397301746150457958759094147762423,77962512091199992642827059103001506487009814860760060214943251657703589526131408819724920527056082073802439329851269345467673358921624752372623898370501227356250221599651784238966317243920429186822396747833747030989484783403158999565970908923751724902621910424834220376654628719935312887808,-0.000052857757096
484,-12722893430731435984489551287036256003,174224571863520493293247799005065324265472,-0.000073025826924
485,-186689773301858961805029344086506705992109147027588100104699787381985517909197296791574678856943031680608454313348439196820585944754761132113062822616911377179015541869716175542294076585774484160272557329037542164706179848404884031995329141031959404004064641506713406167790899629378954425,623700096729599941142616472824012051896078518886080481719546013261628716209051270557799364216448656590419514638810154763741386871372998018980991186964009818850001772797214273911730537951363433494579173982669976247915878267225271996527767271390013799220975283398673763013237029759482503102464,-0.000299326189431
486,749732354421760346489134279475766241776228383507497934233812818100022751732060108965928007251,8543948143683640329580086824678208458410818089426611079788166431288878903122562200091848347746304,0.000087750105901
487,8501394914161487311203089861929982017944263719589284064843358722387672876894286915648493250555653103671612911385935008832529344545948258579048976881346544989485548897002440676186009830753285789915469350254231247504992085968060691224457667555342050059311729921878375129777216402786037975313,19958403095347198116563727130368385660674512604354575415025472424372118918689640657849579654926357010893424468441924952439724379883935936607391717982848314203200056729510856765175377214443629871826533567445439239933308104551208703888888552684480441575071209068757560416423584952303440099278848,0.000425955667573
488,-98125465777339,2305843009213693952,-0.000042555137269
489,21514407127949194158034714394946756269247542702886921114386249117196593379594420760522629103255422163898167930944396962678171385782487797524536597127882025567254679157440646450712610347949112767133211516462962543986031213519888453031407373427323965276822088705616467578900576760285829068837,159667224762777584932509817042947085285396100834836603320203779394976951349517125262796637239410856087147395747535399619517795039071487492859133743862786513625600453836086854121403017715549038974612268539563513919466464836409669631111108421475843532600569672550060483331388679618427520794230784,0.000134745293907
490,10042967812770815932965912239757255220258094874377247298802810627037826133993836091483345079757,17087896287367280659160173649356416916821636178853222159576332862577757806245124400183696695492608,0.000587724061750
491,-908095412451646405850010756887981193600426026146041529667615671335841765737834012573019283032886885465319369361956729690533633710369745493383025301562563708827085231212016848302501729550558866038666514165092538888242006916846763162891614760720710418719073163161014076104604713315176252337351,2554675596204441358920157072687153364566337613357385653123260470319631221592274004204746195830573697394358331960566393912284720625143799885746139901804584218009607261377389665942448283448784623593796296633016222711463437382554714097777734743613496521609114760800967733302218873894840332707692544,-0.000355464080763
492,-284925622140220525558865369413092990107,696898287454081973172991196020261297061888,-0.000408848216834
493,4488662902957406458309616662689549653341689069988875918436685829048661051390479694024818059252638047141338811716142993293589238870663118037188932710684310204412418523174699388263893474687174554907265311027408717938522492557781824862782886816316758851100169029080862139898014035437767557759067,20437404769635530871361256581497226916530700906859085224986083762557049772738192033637969566644589579154866655684531151298277765001150399085969119214436673744076858091019117327539586267590276988750370373064129781691707499060437712782221877948907972172872918086407741866417750991158722661661540352,0.000219629789279
494,-88160023234345645500449957214217867811409741976683353383123905770470025316413682677641231328457,273406340597876490546562778389702670669146178861651554553221325801244124899921990402939147127881728,-0.000322450543910
495,92576319433427807430902164755650644455595804145103315837052999626455924015118944737649577976536428877231496033949011319934125926129569845145979224238208023438133443487000716561029799318350966319631423912668299769544909376077893314622186292503451511966772724594728767682517248728497459624386959,1307993905256673975767120421215822522657964858038981454399109360803651185455244290152830052265253733065911465963809993683089776960073625541502023629723947119620918917825223508962533521125777727280023703876104306028269279939868013618062200188730110219063866757530095479450736063434158250346338582528,0.000070777332418
496,-334305,4294967296,-0.000077836448327
497,-1595900876644399991488615548601485760108789330128678219706374116717061825748492245304748989451724903040642914182238146263922607305142842150788690479367704475869412826394893014856614800365372056947061827624828120070423640984959588427459213647445923707306626162909065931139340838903523477274910025,10463951242053391806136963369726580181263718864311851635192874886429209483641954321222640418122029864527291727710479949464718215680589004332016189037791576956967351342601788071700268169006221818240189631008834448226154239518944108944497601509840881752510934060240763835605888507473266002770708660224,-0.000152514173636
498,-199867220113738421726813748023560582701104527197474815944190920087077513096753856496350075145805,1093625362391505962186251113558810682676584715446606218212885303204976499599687961611756588511526912,-0.000182756570017
499,-61529723662162460722293680828923812022414946205043584711836354231516727271060967312857315638852352884475740811754462674172143539151683531863514440849372133611337324382560866627365991113232060088684250258106162036992892215378111313541432269453748377374395514042318149014670513215212175769786613859,167423219872854268898191413915625282900219501828989626163085998182867351738271269139562246689952477832436667643367679191435491450889424069312259024604665231311477621481628609147204290704099549091843034096141351171618467832303105743111961624157454108040174944963852221369694216119572256044331338563584,-0.000367510096323
500,146248699440420021095410325104355622147,1393796574908163946345982392040522594123776,0.000104928295903
501,-133002224585584371149064488056108465739416643669596194956144260321778969425610982491952831727295700267159835369968848430424489479551864757645771537862654151827219736945342225417186617005922609003687711554835137898746488978833863168080926610433505968084420517246756970106751986385697716913845827653,1339385758982834151185531311325002263201756014631917009304687985462938813906170153116497973519619822659493341146941433531483931607115392554498072196837321850491820971853028873177634325632796392734744272769130809372947742658424845944895692993259632864321399559710817770957553728956578048354650708508672,-0.000099300909909
502,66342106304128312086658447699404901179977253824881156989297096696621318930728454438474642198737,1093625362391505962186251113558810682676584715446606218212885303204976499599687961611756588511526912,0.000060662552813
503,-17737053529905395699690347162638069887391049364079852243681988455560106880509505229236640059478986038244537923835915563127611021005931332469919012976668686648537977659441659863994968486136917952633369994417980787577279908725652507023289921779373413936774076895349347156938954587270685263717314933017,42860344287450692837937001962400072422456192468221344297750015534814042044997444899727935152627834325103786916702125873007485811427692561743938310298794299215738271099296923941684298420249484567511816728612185899934327765069595070236662175784308251658284785910746168670641719326610497547348822672277504,-0.000413833668973
504,-681990284335605,18446744073709551616,-0.000036970767395
505,92794600696756682086327657592192811898021054849396225649105559613749322184224185692437825963927925371198092566606734292667591361760901606008523488889427511857942473238865884977234559746747420132947417740521577901747557790429950281849981039362537338667557683187036646897033808422929140821794169574667,342882754299605542703496015699200579379649539745770754382000124278512336359979559197823481221022674600830295333617006984059886491421540493951506482390354393725906168794375391533474387361995876540094533828897487199474622120556760561893297406274466013266278287285969349365133754612883980378790581378220032,0.000270630702574
506,-31912953438033687512129756725214728718748622269856769608280992184873651171782969359577034599845583,69992023193056381579920071267763883691301421788582797965624659405118495974380029543152421664737722368,-0.000455951292478
507,556678424774734791546933604920464909918276568042736780705685750651408527734740196597286918505709689726328710317096304742884239221419380995048985120991371406948479393502715002048945631912977365013547269284233119559210434228838440848616958621883111541587106595828960876414354428327135779494770906266563,5486124068793688683255936251187209270074392635932332070112001988456197381759672947165175699536362793613284725337872111744958183862744647903224103718245670299614498700710006264535590197791934024641512541262359795191593953928908168990292758500391456212260452596575509589842140073806143686060649302051520512,0.000101470258017
508,-8616781528881577199570775898363530489,348449143727040986586495598010130648530944,-0.000024728950218
509,-34476374407747061255558477704443746825596609778779264867297339133391780935974066737943778543212868819838090462993723492240620940113426312779017038343224894838878533536808671693211487377310253559516437160616202738202843555136287754471767252725830531991472083885504778192788745163214318877205959195300783,43888992550349509466047490009497674160595141087458656560896015907649579054077383577321405596290902348906277802702976893959665470901957183225792829745965362396915989605680050116284721582335472197132100330098878361532751631431265351922342068003131649698083620772604076718737120590449149488485194416412164096,-0.000785535789371
510,-182501578037423204990107024923295926423531892729084169271156508872796794758132882871311998566676883,279968092772225526319680285071055534765205687154331191862498637620473983897520118172609686658950889472,-0.000651865633081
511,31967544180186056123297277210108914483302323290798574703664563745914135726644417800651829738246942935754604551023884830669602899537758160478879636608183900266369504624713479452810715915561312688311962242330445808213838365118010840289271454329881256881223811066357114639383836893008349281451530034585337635,89884656743115795386465259539451236680898848947115328636715040578866337902750481566354238661203768010560056939935696678829394884407208311246423715319737062188883946712432742638151109800623047059726541476042502884419075341171231440736956555270413618581675255342293149119973622969239858152417678164812112068608,0.000355650734380
512,0,1,0.000000000000000
513,-134065534985651452347920114598925562331498324761441394438251436604850472896556980459747635284030217157424172284609944203203648794775129684963837378444804734454009933260796563305888499069562920023513131106328409588268800631769374310746248949543788617116703601075763718976840455568191686366509403906232588765,719077253944926363091722076315609893447190791576922629093720324630930703222003852530833909289630144084480455519485573430635159075257666489971389722557896497511071573699461941105208878404984376477812331808340023075352602729369851525895652442163308948653402042738345192959788983753918865219341425318496896548864,-0.000186441073265
514,188422295193589068427759381082921069238628288569046386895372617978584739171918399297722302911674291,559936185544451052639360570142111069530411374308662383724997275240947967795040236345219373317901778944,0.000336506730692
515,-670012469265312452540257423563906927437418349116358429833924004157041306918295403697548257898405601941161825434273832135538330075290594509595560797216738762654164601205044399168468409636182532007303448167093768193643915565786604024477381623095298819201641979866371226997196195864923827060507739773183918195,11505236063118821809467553221049758295155052665230762065499525194094891251552061640493342548634082305351687288311769174890162545204122663839542235560926343960177145179191391057683342054479750023644997308933440369205641643669917624414330439074612943178454432683813523087356623740062701843509462805095950344781824,-0.000058235438681
516,-3146885086689281162384336872760870552345,11150372599265311570767859136324180752990208,-0.000282222415321
517,-11475064633272671815855926019672917844482442388750696877656144310373100533621793707191842731805248967263957918121881570166367304002853119969086135661327402500291981811290099935681937532692773274154252615627235786992731879397738628235043984693251647116885572347785269254335677790331979933028058678828163322605,92041888504950574475740425768398066361240421321846096523996201552759130012416493123946740389072658442813498306494153399121300361632981310716337884487410751681417161433531128461466736435838000189159978471467522953645133149359340995314643512596903545427635461470508184698852989920501614748075702440767602758254592,-0.000124672198927
518,2308637926923629742420301054678624057974693012523801974958380477037611545893035732800626781231414299,8958978968711216842229769122273777112486581988938598139599956403855167484720643781523509973086428463104,0.000257689847804
519,328037299435285580961041815858024750105197952009401547744382544561062651387617497954678217622085331844752091767051731608896833506987296753083831095773841299379564334438314329301821352396866377304091169776109951736388014100230498129467660613495356305172390749672159869787642301418526591490181794637308043389745,2945340432158418383223693624588738123559693482299075088767878449688292160397327779966295692450325070170031945807812908771881611572255401942922812303597144053805349165872996110766935565946816006053119311086960734516644260779498911850068592403100913453684334767056261910363295677456051671938422478104563288264146944,0.000111375002989
520,20641501045136177,73786976294838206464,0.000279744503456
521,1575273328936615088414240947524013132641751138518367095652812871294826625214864735530449519705475202886955231116533198499317225144627858524692981141596776056017553924950505024241857641345781595187818372406006663937230603486159374610204535588384854028311621970960382333893610132032756021196420922461905789365269,23562723457267347065789548996709904988477547858392600710143027597506337283178622239730365539602600561360255566462503270175052892578043215543382498428777152430442793326983968886135484527574528048424954488695685876133154086235991294800548739224807307629474678136450095282906365419648413375507379824836506306113175552,0.000066854467472
522,-5889920384062314413932020809122956121630701785087110841162700079538594176161622882392049584232544669,35835915874844867368919076489095108449946327955754392558399825615420669938882575126094039892345713852416,-0.000164358025748
523,-129677888081004975345635082211682342320087521161456119182992918455068061038955777912035671801268998875178515480080365119017249200022386233840030845477204774771702034146009200732443087312524705247659121771359745975079864622031482835003561538115582773914379392393055489282873192207735456067639043184211749704900111,377003575316277553052632783947358479815640765734281611362288441560101396530857955835685848633641608981764089063400052322800846281248691448694119974860434438887084693231743502178167752441192448774799271819130974018130465379775860716808779827596916922071594850183201524526501846714374614008118077197384100897810808832,-0.000343969915861
524,-263605838666183040488200148357869973669767,356811923176489970264571492362373784095686656,-0.000738780913820
525,602342654787971765388163487018022492549786596516041105423317187925520864446776919584598664543509516528209203712151300417673520787451911724124701789139811943642923748156822722219906119154740733814173124905484997026346155841194346072678002390914647521207787692140860415410374305282990707249749470063257329249576147,3016028602530220424421062271578867838525126125874252890898307532480811172246863646685486789069132871854112712507200418582406770249989531589552959798883475511096677545853948017425342019529539590198394174553047792145043723038206885734470238620775335376572758801465612196212014773714996912064944617579072807182486470656,0.000199713840340
526,13214816830584331387115175038204505727587905652002046052048355864889008018035571110620761780760714509,35835915874844867368919076489095108449946327955754392558399825615420669938882575126094039892345713852416,0.000368759009167
527,-32136118889054061251384970219441872429190589538686828499446039622064867849938156564576986445585095326781348555426489818241164106616637846200093458008137325387979025018495354831913536360078663847728700288648133678679802875982344115975829132794113631022062933243746180120868457684871096578120792739402962047404333255,193025830561934107162947985381047541665608072055952185017491682078771915023799273387871154500424503798663213600460826789274033295999330021731389427128542432710187362934652673115221889249890533772697227171395058697282798274445240687006095271729621464100656563293799180557568945517759802372156455525060659659679134121984,-0.000166486106007
528,316825,17179869184,0.000018441642169
529,-180656839958485945273939655174331014557095170056768741740546935834400128079243832362106601293910831503005204784793218637593326705973962967049570742676254331297125683575977518390410480096378741422898824031279612422209338026564859872557289690335781352310075349986900115947023607047563420485546561067104803371468948703,1544206644495472857303583883048380333324864576447617480139933456630175320190394187102969236003396030389305708803686614314192266367994640173851115417028339461681498903477221384921775113999124270181577817371160469578262386195561925496048762173836971712805252506350393444460551564142078418977251644200485277277433072975872,-0.000116990067749
530,-1276722549064605481411686426461712367040414759166570617150897859895639151660500814489489635166318286073,4586997231980143023221641790604173881593129978336562247475177678773845752176969616140037106220251373109248,-0.000278335147046
531,-4847647763415145821754904802040018403996444151568698462123709250940554157987959610213781323826021610784646002324661725817648680659293116974948151654809096063974535170783159010346616620337377937113030187356917762490501215507868092297554348737324452225208355231976208526776677773029207133075005108564348528289191918445,24707306311927565716857342128774085333197833223161879682238935306082805123046306993647507776054336486228891340858985829027076261887914242781617846672453431386903982455635542158748401823985988322905245077938567513252198179128990807936780194781391547404884040101606295111368825026273254703636026307207764436438929167613952,-0.000196203005792
532,212305487113661437183875604492517032095005,1427247692705959881058285969449495136382746624,0.000148751676530
533,9235207845449153781635120252452023880380370381988126579540163803168472985131294292688150018984178840101843331455919226465961114047611536377808822582741088367204156024723693850818599376885824790415999834769990484443817309062282936032702341168511132664179219140125742706372102015965722691060580800333394224834002611333,197658450495420525734858737030192682665582665785295037457911482448662440984370455949180062208434691889831130726871886632216610095103313942252942773379627451095231859645084337269987214591887906583241960623508540106017585433031926463494241558251132379239072320812850360890950600210186037629088210457662115491511433340911616,0.000046723061029
534,-1844781688057588831128973002775504903394434546512526164535254116100873092528210854301508922202272208881,18347988927920572092886567162416695526372519913346248989900710715095383008707878464560148424881005492436992,-0.000100544081169
535,2041929862789832383754913442899998628436311577062149347440606398242075134767054468322275652848311128326173423066242088462339783155165567537275690702045798855615045661912736123802051385397948812541035030019005003189496769084967890368084497763963681246450151169826593478177959138840912824174799746652058023625439834520493,6325070415853456823515479584966165845298645305129441198653167438357198111499854590373761990669910140474596183259900372230931523043306046152094168748148078435047419508642698792639590866940413010663742739952273283392562733857021646831815729864036236135650314266011211548510419206725953204130822734645187695728365866909171712,0.000322831166855
536,-17417623678484227,295147905179352825856,-0.000059013204474
537,-848541624154239423108789622689157303155553495301044155630428177361742707090395178710881314533644878692609123634488154496375969467183249787407311211929456069174917260681023880128177013956805030344376394442062748364050440996535981044760416417781296611789396596238967653705190655888121227955210260879845391568451884417719,50600563326827654588123836679729326762389162441035529589225339506857584891998836722990095925359281123796769466079202977847452184346448369216753349985184627480379356069141590341116726935523304085309941919618186267140501870856173174654525838912289889085202514128089692388083353653807625633046581877161501565826926935273373696,-0.000016769410622
